,artist_mbid,artist_name,artist_playmeid,danceability,duration,energy,key,loudness,mode,release,release_7digitalid,song_hotttnesss,song_id,tempo,time_signature,title,track_7digitalid,track_id,year
10,b'17e137fb-59e5-4fd7-af48-afc34995396c',b'Atreyu',-1,0.0,218.90567,0.0,0,-4.707,0,b'The Curse',290671,0.6810920295819312,b'SOBTEHX12A6D4FBF18',157.715,4,b'You Eclipsed By Me (Album Version)',3260887,b'TRARRQO128F427B5F5',2004
11,b'e8143d56-f2e9-4122-9666-6aa5352dadcd',b'Mistress',160877,0.0,580.70159,0.0,0,-4.523,1,b'In Disgust We Trust',682479,0.40148671142756037,b'SOXGDVW12AB01864E7',146.331,4,b'Shovel',7574139,b'TRARRMK12903CDF793',2005
12,b'2e3b75d8-00a8-486a-b4e7-a1f8f65e64c9',b'Shadows Fall',12510,0.0,283.48036,0.0,0,-4.076,0,b'The War Within',734726,0.6878737149731753,b'SOKMPKV12A67AE241B',84.992,4,b'What Drives The Weak',8138989,b'TRARUOP12903CF2384',2004
13,b'17be2a06-5295-43ca-a363-c683b562df72',b'Vanessa Daou',-1,0.0,229.66812,0.0,2,-19.293,1,b'Joe Sent Me',409164,0.26695518627553855,b'SOMVPGP12AB01881FF',79.96,3,b'Life Force',4551998,b'TRARURM128F931A91B',0
14,b'99f0e05e-e63e-4b48-a0a7-039ad3f9fc3d',b'Dave Brockie Experience',-1,0.0,135.8624,0.0,1,-3.312,0,b'Diarrhea Of A Madman',559962,0.3552855364230894,b'SOGXENE12AB01854EB',99.959,5,b'The Dance Of Europe',6198667,b'TRARUDQ128F934B0ED',2001
15,b'336f2e14-b064-45c8-8b2a-01663a0bee64',b'Spoonie Gee',-1,0.0,393.63873,0.0,1,-6.619,1,b'The Sugar Hill Records Story',531997,0.5435242770791181,b'SOBHQIJ12A6D4FC7D3',135.503,5,b'Spoonie Is Back',5879315,b'TRARUHU128F92FDC00',0
16,b'3c050ada-9db8-4e87-86fb-11c5294f9711',b'R. Carlos Nakai',-1,0.0,146.33751,0.0,1,-25.651,0,b'Changes',529426,0.21508031850922793,b'SODENZR12AAF3B13B9',104.989,1,b'Blood Round Dance Song (World)',5846819,b'TRARUFE128F92F5D21',1982
17,b'f59c5520-5f46-4d2c-b2c4-822eabf53419',b'Linkin Park',-1,0.0,208.95302,0.0,4,-6.052,1,b'Hybrid Theory',18150,0.8722290226088538,b'SOEKSGJ12A67AE227E',105.095,4,b'Crawling (Album Version)',193083,b'TRARUTP128E0797FC7',2000
18,b'45d921dd-aaf9-4f72-9a8c-101ec24b9186',b'Koffi Olomid\xc3\xa9',-1,0.0,625.78893,0.0,0,-7.164,1,b'Les incontournables du Congo',353224,,b'SOVPBXO12AB0188671',89.572,5,b'Bennie',3950907,b'TRARUYJ128F9316C65',0
19,b'',b'Alain-Fran\xc3\xa7ois',-1,0.0,172.01587,0.0,4,-5.704,1,b'Vivant',685601,,b'SOAMBCI12AC4685087',107.986,4,b'Playa del sous-sol',7608431,b'TRARITF12903CE7DA9',0
20,b'5ccd3ed0-9a0e-412e-93b4-9ad5dd151547',b'Billy May & His Orchestra',-1,0.0,312.92036,0.0,8,-10.703,1,b'The Original Ballroom Dancing Album',234582,,b'SOQNRHE12A8AE4849A',103.532,1,b'Fascinating Rhythm (Instrumental) (2007 Digital Remaster)',2575085,b'TRARIGL128F422B9CE',0
21,b'401c3991-b76b-499d-8082-9f2df958ef78',b'Phil Collins',-1,0.0,154.93179,0.0,5,-15.433,0,b'Face Value',40836,0.5968407035530287,b'SOZKFHV12A6D4F996F',100.042,4,"b""I'm Not Moving""",435053,b'TRARIRG128F147FC96',1981
22,b'0ac4021c-ccbc-4a86-a565-83364ef51e42',b'Philippe Sarde',-1,0.0,528.22159,0.0,0,-23.178,0,b'Princesses / Un Fr\xc3\xa8re',498055,,b'SOSRIVF12AB017DF0E',137.658,4,b'Grand Fr\xc3\xa8re',5516194,b'TRARIMG128F931B45A',0
23,b'f5625c87-5a62-4b3b-a375-fe08a71acddc',b'Sister Rosetta Tharpe & Marie',21155,0.0,146.80771,0.0,9,-7.386,0,b'Backline Volume 47',443078,,b'SOIDSPL12AB0182DF0',80.893,4,b'Up Above My Head',4918629,b'TRARIPU128F92FA1E1',2004
24,b'ecf9f3a3-35e9-4c58-acaa-e707fba45060',b'Oasis',1196,0.0,324.80608,0.0,2,-7.588,1,b'Supersonic',15862,,b'SOPVMQT12A679C8040',100.146,4,b'Columbia',167811,b'TRARIWH128E079349F',0
25,b'98b67ebc-5606-4cdb-9787-47b12cceb101',b'Kiss',872,0.0,241.08363,0.0,9,-8.021,1,b'Asylum',33541,0.5384224029706356,b'SOIAZJL12A6D4F854E',99.761,1,b'Radar For Love',359919,b'TRARIIY128F147187D',0
26,b'72c090b6-a68e-4cb9-b330-85278681a714',b'John Cale',17190,0.0,199.96689,0.0,5,-20.172,1,"b""Paris s'\xc3\xa9veille""",397182,,b'SOCPFDY12AB018300D',110.1,4,b'Antarctica Starts Here',4408094,b'TRARIZK128F92FF27A',1973
27,b'f6b037df-35e8-4ef5-b59c-5634de1b44d4',b'UFO',32564,0.0,314.17424,0.0,2,-6.763,1,b'Strangers In The Night (Remaster)',267742,,b'SOVOTBC12A6D4F696A',131.5,4,b'Out In The Street (Live) (2008 Digital Remaster)',2944491,b'TRARINE128F4280B9C',0
28,b'b7aa3a81-01f7-4603-905f-8de902528ba9',b'Back Door Slam',-1,0.0,319.84281,0.0,3,-4.325,0,b'Roll Away',555515,0.6248335335556564,b'SOOQCOC12A8C132A5A',92.971,4,b'Heavy On My Mind (Album Version)',6141531,b'TRARIMP128F933D217',2007
29,b'afffc967-b360-42b2-9073-f987bfe294fe',b'Cool cavemen',-1,0.0,234.762,0.0,10,-5.976,0,b'Multipolar',465192,,b'SOQYSAU12AB018263A',93.715,5,b'Everyone make love',5176104,b'TRARIKA128F9335A8C',0
30,b'2b0d81ce-1d0e-4097-91b3-c1f0cb045a2c',b'Dave Hollister',19881,0.0,258.16771,0.0,11,-5.193,1,b'Witness Protection',305855,0.42744657148843085,b'SOKLGLN12A8C13D204',117.936,4,b'Calm Da Seas',3459612,b'TRARNCP128F42AB2B0',2008
31,b'cdf09cd2-59e0-4953-839f-bea3bbb07b1b',b'Nestor Torres',40720,0.0,191.63383,0.0,7,-5.648,1,b'Mi Alma Latina (My Latin Soul)',596660,0.2652136277654528,b'SOMMPRY12A8C131C5C',78.843,7,b'Ran Kan Kan',6621040,b'TRARNJN12903CE49F8',0
32,b'8af64037-6d26-4d24-afd8-7e085abb01b1',b'The Impressions',5858,0.0,207.35955,0.0,1,-16.489,1,b'The Impressions',77566,,b'SORDYIS12A6D4F64EC',121.896,4,b'I Found You',814145,b'TRARNAS128EF355915',1963
33,b'7ccdb27f-13cb-424a-93ce-316a6f059fdd',b'Casa Bulga',-1,0.0,401.24036,0.0,10,-7.327,0,b'Afraid Of Change',569832,,b'SOFIYUN12AB0184842',0.0,3,b'Afraid Of Change (Tribal Vocal Mix)',6313980,b'TRARNIL12903C9A9C8',2003
34,b'989d5fb7-b71e-4573-8cec-6bfacc9b131e',b'Debbie Davies',80791,0.0,283.79383,0.0,0,-7.961,1,b'Love The Game',597476,0.3347065490692206,b'SOIHVVZ12A8C138E9D',107.183,1,b'Grow Up_ Grow Old',6631451,b'TRARNKQ12903CE7299',0
35,b'0b0ded52-3918-4bb0-b5fc-1d1e6b4334bc',b'Willie Clayton',213914,0.0,260.51873,0.0,10,-10.646,1,"b""Willie Clayton's Greatest Hits - Midnight Doctor""",373463,0.26355950970100545,b'SOJIRAY12A8C141F8B',105.863,4,b'Walk Away From Love',4158052,b'TRARNAJ128F92CD7F9',0
36,b'ed2ac1e9-d51d-4eff-a2c2-85e81abd6360',b'Bob Marley & The Wailers',237,0.0,258.29832,0.0,8,-5.308,0,b'Mystic Mixes - An Exclusive Remix Collection',196996,,b'SOMGMSS12A8C13492A',152.99,4,b'Rainbow Country (Red Gold And Green Version)',2140785,b'TRARNZA128F424EC6A',2001
37,b'4910c255-cd1c-4f3e-a2c1-6e419b162220',b'Tanto Metro & Devonte',17301,0.0,158.1971,0.0,7,-6.712,1,b'Riddim Driven: Celebration',185842,0.0,b'SOMAFQT12A8AE47E8D',104.465,4,b'Strange Things',2013839,b'TRARNBZ128F4238CF7',2004
38,b'209311f4-f9c2-4e44-95c4-f7708f9cc10f',b'Alvin Youngblood Hart',16951,0.0,208.84853,0.0,3,-9.186,1,"b""Screamin' and Hollerin' The Blues""",620938,0.3347065490692206,b'SOSNDGZ12AB017D82F',111.523,1,"b""Screamin' & Hollerin' The Blues""",6897506,b'TRARNZV128F930CDFB',0
39,b'92d0242d-c47d-4e2b-915d-4f875a07c91f',b'Naseebo Lal',149466,0.0,376.16281,0.0,7,-12.746,1,b'Ronde Ne Nain',473571,,b'SOOOCMS12A8C1413F3',151.983,4,b'Dholna Dholna',5261027,b'TRARNMW128F92DE2D4',0
40,b'd13d9feb-b7c7-49f4-9b72-65e29a16aa24',b'Hot Tuna',14246,0.0,461.71383,0.0,1,-9.989,0,b'LIVE AT SWEETWATER II',521693,,b'SOHJXBB12A8C1437B7',138.512,4,b'Parchman Farm',5767054,b'TRARGZR128F92E28D6',2004
41,b'2f522f5c-111c-4ce8-8bd0-d82e97c227ad',b'Daddy Yankee',2007,0.0,235.15383,0.0,4,-4.13,0,b'El Cartel: The Big Boss',106394,0.48711219486346274,b'SOIKPOX12A58A7BA0B',91.026,4,b'A Lo Clasico',1103893,b'TRARGBM128F428F65E',2007
42,b'be28eefe-4995-400b-94d0-4f4edbf8d092',b'Hacken Lee',63902,0.0,424.82893,0.0,7,-15.198,1,b'De Xin Ying Shou Yan Chang Hui 2006',337157,,b'SONTYQS12AB017F461',124.984,3,b'Zhi Xiang Ni hui Yi',3774385,b'TRARGCC128F92F34B7',0
43,b'96a5d12b-6f2e-4679-be43-ce0cc5146da6',b'Jimmy Riley',-1,0.0,216.39791,0.0,1,-6.895,1,b'Love Canticle',568312,0.0,b'SOVZOZW12AB018881A',159.943,4,b'Amaze',6292664,b'TRARGDO12903C956AA',0
44,b'e883be93-9ba5-44f0-a207-6d5d8cd656b6',b'The Cortinas',-1,0.0,219.01016,0.0,4,-7.687,1,"b""Please Don't Hit Me""",565748,0.2884816426560289,b'SOYMQQN12A58A7D293',134.985,3,b'Radio Rape',6262703,b'TRARGLY128F935AAD5',1978
45,b'1a576d57-4b7c-4f22-a51e-fe403c0103c4',b'Masta Ace Incorporated',9117,0.0,295.1571,0.0,11,-7.687,1,"b""Sittin' On Chrome""",94942,0.5675917250423912,b'SOKRTAB12A8C1371C9',88.12,5,"b""Ain't No Game""",993315,b'TRARGTV128F4274FB6',1995
46,b'1d15a111-061d-48a2-bfe7-d352ec11d5f0',b'Jongo Trio',-1,0.0,157.72689,0.0,2,-8.151,1,b'Jongo Trio',37893,,b'SOMZNFA12A6D4F8A2A',144.581,4,b'Cavaleiro De Aruanda',405282,b'TRARZIV128F147AADB',0
47,b'8347fcf6-d073-4fa4-99b8-5f545fee39de',b'George Nooks',-1,0.0,221.90975,0.0,7,-7.398,1,b'RIDDIM DRIVEN - SLOW DOWN THE PACE',185812,,b'SOIGFAH12A8AE4697D',152.172,4,b'TELL ME WHY',2013425,b'TRARZMX128F4238B5A',0
48,b'f6f76069-e47f-4f19-bee5-b6f1dd3afb2c',b'Energy',5257,0.0,310.9873,0.0,2,-5.941,1,b'Energy',59397,,b'SOGLXHC12A58A7C184',87.512,4,b'Czwarty',614585,b'TRARZOS128F14A1E17',0
49,b'835b510b-73e6-4ce5-b878-9ab7941e0cd0',b'Felix Slatkin/Concert Arts Symphonic Band',66307,0.0,151.17016,0.0,5,-15.019,1,b'The Military Band - Salute to the Services',154001,,b'SOSMUXL12A8C136808',124.056,4,b'Washington Post (1998 Digital Remaster)',1609336,b'TRARZFN128F42680B8',0
50,b'42b5af45-312e-4dc1-ad0c-84dea2d5dcb2',b'Eddie Palmieri',46262,0.0,266.50077,0.0,10,-17.886,0,b'Eddie Palmieri/Lala Rodrigues/Ismael Quintana - Gold 1973-1976',248450,,b'SOYBJJE12A8C13CC79',153.309,1,b'No Pienses Asi',2821896,b'TRARZBQ128F42649A6',1973
51,b'a7412cd0-e0b8-4fa1-8d24-75bb92a84946',b'William Orbit',1695,0.0,199.8624,0.0,5,-21.82,1,b'Pieces In A Modern Style',768978,0.5040343408054411,b'SOQKFHB12AB0186B13',131.281,4,b'Cavalleria Rusticana',8515140,b'TRARZBX12903CD70DA',2000
52,b'e1009244-1bf4-4a4c-889e-0db83b9be08f',b'Chris Brown',2729,0.0,389.25016,0.0,11,-2.991,1,b'Forever',279702,,b'SOYPBEP12A8AE4853A',85.322,1,b'Forever',3119614,b'TRARZKD128F425D64D',0
53,b'16f146da-deef-4f07-9bbf-e4922c27067e',b'HA-ASH',8506,0.0,253.90975,0.0,9,-5.548,1,b'Mundos Opuestos',514551,0.5763999812554107,b'SOAGBQA12AB0180400',136.945,4,b'Amor a Medias',5696947,b'TRARZBR128F934715D',2005
54,b'a74b1b7f-71a5-4011-9441-d0b5e4122711',b'Radiohead',1307,0.0,237.21751,0.0,1,-7.057,1,b'In Rainbows',188863,0.476435219642529,b'SOSQIHH12A8C13370B',188.91,5,b'15 Step',2052636,b'TRARTEH128F423DBC1',2007
55,b'8979c4c3-04b2-4ddc-bf4f-431cf06dcdeb',b'Kashief Lindo',-1,0.0,238.15791,0.0,9,-5.85,1,b'Love Knows The Way',703915,0.0,b'SOIFGXP12AB0182AE8',86.481,4,b'I Love Your Way',7808398,b'TRARTOQ12903CA1CA9',0
56,b'84c38d3a-3400-4c28-b988-90558bb6fae0',b'BoDeans',20696,0.0,186.20036,0.0,7,-13.845,1,b'Love & Hope & Sex & Dreams [Deluxe Edition]',401293,0.2998774882739778,b'SOGHPNO12A582A2482',156.285,1,"b""Lookin' For Me Somewhere""",4460419,b'TRARTBH128F93087A4',1986
57,b'5dcdb5eb-cb72-4e6e-9e63-b7bace604965',b'Bon Jovi',827,0.0,311.27465,0.0,1,-4.857,1,"b""Who Says You Can't Go Home""",372702,,b'SOHKLCA12A8C1414AB',139.95,4,b'Raise Your Hands',4148768,b'TRARTJL128F92CB44B',1986
58,b'27fc27ae-3d8d-40cd-b3cf-ed2541a2321d',b'John Tchicai',56888,0.0,182.36036,0.0,3,-31.391,0,b'Anybody Home?',93215,0.0,b'SODOBCV12A8C135BB3',154.731,5,b'Rainbow Dance',999171,b'TRARTSZ128F427642F',0
59,b'fb7659b2-5ceb-45ac-be95-b0c1f832caec',b'Bongzilla',-1,0.0,286.58893,0.0,9,-4.627,1,b'Amerijuanican',223456,0.5367888864406624,b'SOESBTV12A8C1407EB',97.265,3,b'Champagne & Reefer',2441186,b'TRARTSA128F4291550',2005
60,b'ff609eb0-5425-4963-9e55-85d729f4648e',b'Otis Spann',27780,0.0,180.40118,0.0,0,-12.931,1,b'The Biggest Thing Since Colossus',289516,0.42744657148843085,b'SOEKXKK12A8C1367A0',63.255,4,"b""No More Doggin'""",3255487,b'TRARTCZ128F427A176',1995
61,b'38d64df7-5b7f-42ca-9d98-9541640ca84f',b'John Holt',64632,0.0,228.30975,0.0,0,-9.603,1,b'His Story',688452,0.3231121208952123,b'SOCOSSE12AB01828C7',131.297,4,b'I Need a Veggie',7641972,b'TRARTYH12903CF0056',0
62,b'b182fec1-00ad-4082-859d-1f06a2029495',b'Danny Wilson',10022,0.0,126.53669,0.0,5,-8.515,1,b'The Best Of Danny Wilson',272121,0.21204540548371908,b'SORXMMR12A6D4FBCF7',92.591,4,b'Get Happy',3032862,b'TRARTGG128F424ABCD',0
63,b'5b6d8437-b0d8-453f-a841-90562a69532d',b'Al Dexter',20048,0.0,150.9873,0.0,9,-16.627,1,b'Country Lovers_ Vol. 2',682722,,b'SONWNRW12AB018290A',102.707,4,"b""I'll Wait for You Dear""",7576919,b'TRARTME12903CE0253',0
64,b'b665b768-0d83-4363-950c-31ed39317c15',b'Van Halen',54598,0.0,324.23138,0.0,4,-9.057,0,b'Van Halen III',129837,0.6853511176163042,b'SORKWDV12A8C13B43B',87.899,1,b'From Afar (Album Version)',2366538,b'TRARTEH128F4280823',1998
65,b'93dda03d-c1d3-42c2-80b0-fa71bc20262b',b'Capleton',34172,0.0,216.81587,0.0,1,-10.336,0,b'Kings of Zion',573664,0.0,b'SOSFURN12A58A7AC5F',137.425,3,b'Cry For Love',6358162,b'TRARTDG12903CA52DF',0
66,b'e29641cc-3658-4886-89d7-3a146d2d3d75',b'Tim Wilson',7570,0.0,100.67546,0.0,5,-12.36,1,"b""Gettin' My Mind Right""",25323,0.0,b'SOBOJXY12A6D4F79A0',88.576,5,b'Uncle B.S. - 1963',269061,b'TRARTAR128F145F235',1999
67,b'833ffe4c-1df1-4dda-91e4-d0f2d4db84a7',b'Kisha',27475,0.0,203.04934,0.0,0,-7.222,1,b'Stoffw\xc3\xa4chsu',300725,,b'SOZNTZO12A8C13AA7E',152.792,4,b'Woh\xc3\xa4r dr Wind w\xc3\xa4iht',3394171,b'TRARTHV128F429B77A',0
68,b'87c2d990-d33a-496a-a6c4-0acdd240550c',b'The Chap',-1,0.0,207.28118,0.0,6,-8.337,0,b'Lo Compilation Mix By Susumu Yokota',160998,0.4072330149011048,b'SOPGCJJ12A58A796B7',123.007,4,b'Volumatic Spacer Device',1701414,b'TRARTYI128F427E74C',2003
69,b'ad6dca0e-2ce0-46d1-a572-b97ab04596c1',b'DJ Vix',57639,0.0,98.76853,0.0,11,-3.423,0,b'The Official Moviebox Vix Tape Vol.1',330843,0.2707759989463275,b'SOAODBX12AB01829C5',195.755,4,b'Putt Jhatt Da Gulabi Phull Varga',3799688,b'TRARTIV128F92F87F0',0
70,b'7c09d8af-895a-4337-bb46-b4b6dcabff10',b'Ziggy Marley And The Melody Makers',3069,0.0,246.54322,0.0,7,-11.912,1,b'Jahmekya',28940,0.0,b'SOSNAWZ12A6D4F74DF',110.873,4,b'Namibia',318232,b'TRARSMV128F1469CCF',0
71,b'c3c91d78-6b95-4b1b-976c-3d1d12970628',b'Crematorium',177647,0.0,210.1024,0.0,8,-7.148,0,b'For All Our Sins',632778,,b'SOOLZKK12A58A80000',122.186,4,b'Unlearn',7024619,b'TRARSJD128F932BAF8',0
72,b'56956605-de13-467a-9348-1a92ee2bc27b',b'M\xc3\xa5negarm',166749,0.0,92.76036,0.0,4,-6.769,0,b'Vargstenen',263217,0.5943593657626797,b'SOFYJDL12A58A7DD52',163.086,4,b'Vargbrodern Talar',2765428,b'TRARSAM128F4256E04',2007
73,b'924203bb-da5f-4bd0-9630-c753c7cb9774',b'Ernest Ranglin / Floyd Lloyd',28372,0.0,271.77751,0.0,3,-4.909,1,b'Ska Wey Dat',799312,0.0,b'SOVNTGC12AB01818F3',127.07,1,b'Sweet Lady',8840022,b'TRARSFU12903CB2669',0
74,b'891004ce-89a3-4512-9141-d0098d376cfc',b'Franco',-1,0.0,251.61098,0.0,1,-9.387,0,b'Retro Years',818106,,b'SOHOPYC12AB0188EFC',89.984,3,b'Forever',9038415,b'TRARSLP12903CE2AA6',0
75,b'45a663b5-b1cb-4a91-bff6-2bef7bbfdd76',b'Britney Spears',267,0.0,465.47546,0.0,1,-6.278,1,b'3',636897,,b'SOQKBQI12AB0182711',131.999,5,b'3',7069480,b'TRARSKA128F9336A04',2009
76,b'5b24fbab-c58f-4c37-a59d-ab232e2d98c4',b'Danny Elfman',2248,0.0,140.87791,0.0,5,-22.435,0,b'Men In Black II - Music From The Motion Picture',287148,0.38393468427870303,b'SOUZAFY12A8C136709',86.901,5,b'Sleuthing',3225017,b'TRARSKS128F4272D2F',2002
77,b'7032cf8a-ca2e-48c4-bffe-a9a77e223bbb',b'Junior Kimbrough',-1,0.0,190.06649,0.0,7,-14.023,0,b'Meet Me in the City',815249,0.6183523886236763,b'SOHPAVE12A8AE47190',129.584,4,b'Meet Me in the City',9007735,b'TRARSZV12903CDB2DE',1997
78,b'9c347bf2-6c29-419e-85b6-43bf95f7229f',b'Liquid Gang',52032,0.0,226.0371,0.0,1,-4.945,0,b'Sunshine',659425,0.2623089972119452,b'SOJCTES12AB01867CC',143.963,4,b'Drama  (LP Version)',7307567,b'TRARSAW12903C9EDEB',0
79,b'',b'Everly Brothers',586,0.0,125.02159,0.0,7,-15.036,1,b'The Very Best Of',647436,0.34580223396532944,b'SOLNEKT12AB0187086',82.461,4,b'Oh What A Feeling',7171607,b'TRARALS128F934F7C1',0
80,b'd139d4d5-51fe-40d0-94b8-007786e1e346',b'Flowin Immo et Les Freaqz',-1,0.0,225.59302,0.0,11,-7.486,0,b'Immoment',758701,0.0,b'SOVGOOO12AB0182D50',83.321,5,b'So hell mit Klause Duo',8399535,b'TRARAKX12903CBADE2',2009
81,b'5ae54dee-4dba-49c0-802a-a3b3b3adfe9b',b'Philip Glass',6913,0.0,231.10485,0.0,0,-14.383,0,b'Philip Glass: Saxophone',246677,,b'SOBJTHI12A8C133758',176.122,1,b'Concerto For Saxophone (Quartet Version): Movement IV',2678591,b'TRARAAG128F42437FB',0
82,b'1fc56cff-f0a0-4ce2-ab1f-ac49cf3b073f',b'Luis Alberto Spinetta',-1,0.0,209.47546,0.0,9,-16.079,1,b'Silver Sorgo',216883,,b'SOBBCFN12A8C13E4D9',196.52,3,b'Llama y Ver\xc3\xa1s',2361136,b'TRARAZI128F427F3B4',2001
83,b'c3fe1c71-1f06-4cdd-aae0-105f89f5678a',b'Ramy Ayach',144299,0.0,239.80363,0.0,10,-5.942,0,b'Albi Mal',196623,,b'SONXKIQ12A8C13292A',88.015,4,b'Heyya Heyya',2137043,b'TRARAIG128F424DDCC',0
84,b'',b'Frank Chacksfield & His Orchestra',-1,0.0,155.37587,0.0,0,-19.61,1,b'Velvet And Lovely Lady',756130,,b'SOKQLLS12AB0188EC1',151.195,3,b'Misty Valley',8369700,b'TRARAEU12903CB396C',2001
85,b'2814bb6e-a64f-4dca-99b6-bce9ebe4489f',b'Frl.Menke',-1,0.0,217.20771,0.0,5,-11.016,1,"b""Ich will's gef\xc3\xa4hrlich""",757197,,b'SOIIANJ12AB0184B3E',90.954,4,b'Sehnsuchtsexpress',8381779,b'TRARAGQ12903CB6892',0
86,b'40b8a690-94e4-4c82-ad0f-73f4b841e46a',b'Agnostic Front',11026,0.0,122.17424,0.0,2,-5.218,1,b'Warriors',274824,0.7046497558543723,b'SOCNBUC12A81C2075A',185.453,7,b'Come Alive',3053537,b'TRARACF128F424FACF',2007
87,b'a66999a7-ae5c-460e-ba94-1a01143ae847',b'Snow Patrol',1468,0.0,229.642,0.0,7,-14.848,1,b'Snow Patrol: Sessions@AOL',450,,b'SOBBHAH12A6310FF6B',74.576,1,b'Spitting Games',3999,b'TRARAIO128E0780FDE',2003
88,b'606bf117-494f-4864-891f-09d63ff6aa4b',b'Rise Against',4579,0.0,181.57669,0.0,3,-3.696,0,b'The Sufferer & The Witness',36714,,b'SOBDENU12CF5465247',209.141,4,b'Drones',394433,b'TRARANL128F1478789',2006
89,b'67e82ed6-bbde-4c80-9bc0-c7683a174bfc',b'The Rance Allen Group',20215,0.0,337.162,0.0,0,-4.152,1,b'All the Way',103872,0.36560316273784,b'SOVPFPD12A8C13921A',105.994,4,b'Do Your Will (Album Version)',1077908,b'TRARAHB128F428928E',0
90,b'79de65f4-4f6e-4118-9f1d-87787d15d247',b'Refractory',-1,0.0,358.89587,0.0,5,-5.613,1,b'Refractory',486459,0.0,b'SOHVPTO12A8C138ADF',123.96,5,b'Check the bomb',5394634,b'TRARATE128F92FE56A',0
91,b'a18094be-830b-4f09-9326-802deabdd778',b'Theodor Zox',-1,0.0,381.23057,0.0,2,-11.941,1,b'Run Away',576697,0.0,b'SOUXAJS12AB0184E3B',83.991,3,b'System of Play',6391942,b'TRARAJS12903CAD54F',0
92,b'72c536dc-7137-4477-a521-567eeb840fa8',b'Bob Dylan',236,0.0,320.70485,0.0,3,-14.089,1,b'Time Out Of Mind',283002,,b'SOQXNQP12A8C134AD7',94.161,4,b'Trying To Get To Heaven',3156471,b'TRARAEG128F42647B2',1997
93,b'256f09e5-43f4-4b3d-836c-2cc9283d22c0',b'Maximilian Hecker',157463,0.0,370.02404,0.0,5,-13.538,0,b'Lady Sleep',420820,,b'SOCIFIF12A8C1378E5',243.981,4,b'Birch',4694999,b'TRARFWJ128F9339D70',2005
