,Unnamed: 0,artist_mbid,artist_name,artist_playmeid,danceability,duration,energy,key,loudness,mode,release,release_7digitalid,song_hotttnesss,song_id,tempo,time_signature,title,track_7digitalid,track_id,year,genre
10,30,2b0d81ce-1d0e-4097-91b3-c1f0cb045a2c,Dave Hollister,19881,0.0,258.16771,0.0,11,-5.193,1,Witness Protection,305855,0.427446571488,SOKLGLN12A8C13D204,117.936,4,Calm Da Seas,3459612,TRARNCP128F42AB2B0,2008,RnB
11,32,8af64037-6d26-4d24-afd8-7e085abb01b1,The Impressions,5858,0.0,207.35955,0.0,1,-16.489,1,The Impressions,77566,,SORDYIS12A6D4F64EC,121.896,4,I Found You,814145,TRARNAS128EF355915,1963,RnB
12,33,7ccdb27f-13cb-424a-93ce-316a6f059fdd,Casa Bulga,-1,0.0,401.24036,0.0,10,-7.327000000000001,0,Afraid Of Change,569832,,SOFIYUN12AB0184842,0.0,3,Afraid Of Change (Tribal Vocal Mix),6313980,TRARNIL12903C9A9C8,2003,Electronic
13,34,989d5fb7-b71e-4573-8cec-6bfacc9b131e,Debbie Davies,80791,0.0,283.79382999999996,0.0,0,-7.961,1,Love The Game,597476,0.334706549069,SOIHVVZ12A8C138E9D,107.18299999999999,1,Grow Up_ Grow Old,6631451,TRARNKQ12903CE7299,0,Blues
14,41,2f522f5c-111c-4ce8-8bd0-d82e97c227ad,Daddy Yankee,2007,0.0,235.15382999999997,0.0,4,-4.13,0,El Cartel: The Big Boss,106394,0.487112194863,SOIKPOX12A58A7BA0B,91.02600000000001,4,A Lo Clasico,1103893,TRARGBM128F428F65E,2007,Latin
15,42,be28eefe-4995-400b-94d0-4f4edbf8d092,Hacken Lee,63902,0.0,424.82892999999996,0.0,7,-15.198,1,De Xin Ying Shou Yan Chang Hui 2006,337157,,SONTYQS12AB017F461,124.984,3,Zhi Xiang Ni hui Yi,3774385,TRARGCC128F92F34B7,0,Pop_Rock
16,43,96a5d12b-6f2e-4679-be43-ce0cc5146da6,Jimmy Riley,-1,0.0,216.39791,0.0,1,-6.895,1,Love Canticle,568312,0.0,SOVZOZW12AB018881A,159.94299999999998,4,Amaze,6292664,TRARGDO12903C956AA,0,Reggae
17,51,a7412cd0-e0b8-4fa1-8d24-75bb92a84946,William Orbit,1695,0.0,199.8624,0.0,5,-21.82,1,Pieces In A Modern Style,768978,0.504034340805,SOQKFHB12AB0186B13,131.281,4,Cavalleria Rusticana,8515140,TRARZBX12903CD70DA,2000,Electronic
18,54,a74b1b7f-71a5-4011-9441-d0b5e4122711,Radiohead,1307,0.0,237.21751,0.0,1,-7.057,1,In Rainbows,188863,0.476435219643,SOSQIHH12A8C13370B,188.91,5,15 Step,2052636,TRARTEH128F423DBC1,2007,Pop_Rock
19,55,8979c4c3-04b2-4ddc-bf4f-431cf06dcdeb,Kashief Lindo,-1,0.0,238.15791000000002,0.0,9,-5.85,1,Love Knows The Way,703915,0.0,SOIFGXP12AB0182AE8,86.48100000000001,4,I Love Your Way,7808398,TRARTOQ12903CA1CA9,0,Reggae
20,58,27fc27ae-3d8d-40cd-b3cf-ed2541a2321d,John Tchicai,56888,0.0,182.36036000000001,0.0,3,-31.391,0,Anybody Home?,93215,0.0,SODOBCV12A8C135BB3,154.731,5,Rainbow Dance,999171,TRARTSZ128F427642F,0,Jazz
21,59,fb7659b2-5ceb-45ac-be95-b0c1f832caec,Bongzilla,-1,0.0,286.58893,0.0,9,-4.627,1,Amerijuanican,223456,0.536788886441,SOESBTV12A8C1407EB,97.265,3,Champagne & Reefer,2441186,TRARTSA128F4291550,2005,Pop_Rock
22,60,ff609eb0-5425-4963-9e55-85d729f4648e,Otis Spann,27780,0.0,180.40118,0.0,0,-12.931,1,The Biggest Thing Since Colossus,289516,0.427446571488,SOEKXKK12A8C1367A0,63.255,4,No More Doggin',3255487,TRARTCZ128F427A176,1995,Blues
23,62,b182fec1-00ad-4082-859d-1f06a2029495,Danny Wilson,10022,0.0,126.53669,0.0,5,-8.515,1,The Best Of Danny Wilson,272121,0.212045405484,SORXMMR12A6D4FBCF7,92.59100000000001,4,Get Happy,3032862,TRARTGG128F424ABCD,0,Pop_Rock
24,64,b665b768-0d83-4363-950c-31ed39317c15,Van Halen,54598,0.0,324.23138,0.0,4,-9.057,0,Van Halen III,129837,0.685351117616,SORKWDV12A8C13B43B,87.899,1,From Afar (Album Version),2366538,TRARTEH128F4280823,1998,Pop_Rock
25,71,c3c91d78-6b95-4b1b-976c-3d1d12970628,Crematorium,177647,0.0,210.1024,0.0,8,-7.148,0,For All Our Sins,632778,,SOOLZKK12A58A80000,122.186,4,Unlearn,7024619,TRARSJD128F932BAF8,0,Pop_Rock
26,77,7032cf8a-ca2e-48c4-bffe-a9a77e223bbb,Junior Kimbrough,-1,0.0,190.06649,0.0,7,-14.023,0,Meet Me in the City,815249,0.618352388624,SOHPAVE12A8AE47190,129.584,4,Meet Me in the City,9007735,TRARSZV12903CDB2DE,1997,Blues
27,78,9c347bf2-6c29-419e-85b6-43bf95f7229f,Liquid Gang,52032,0.0,226.0371,0.0,1,-4.945,0,Sunshine,659425,0.262308997212,SOJCTES12AB01867CC,143.963,4,Drama  (LP Version),7307567,TRARSAW12903C9EDEB,0,Pop_Rock
28,81,5ae54dee-4dba-49c0-802a-a3b3b3adfe9b,Philip Glass,6913,0.0,231.10485,0.0,0,-14.383,0,Philip Glass: Saxophone,246677,,SOBJTHI12A8C133758,176.122,1,Concerto For Saxophone (Quartet Version): Movement IV,2678591,TRARAAG128F42437FB,0,Classical
29,82,1fc56cff-f0a0-4ce2-ab1f-ac49cf3b073f,Luis Alberto Spinetta,-1,0.0,209.47546,0.0,9,-16.079,1,Silver Sorgo,216883,,SOBBCFN12A8C13E4D9,196.52,3,Llama y Verás,2361136,TRARAZI128F427F3B4,2001,Latin
30,83,c3fe1c71-1f06-4cdd-aae0-105f89f5678a,Ramy Ayach,144299,0.0,239.80362999999997,0.0,10,-5.942,0,Albi Mal,196623,,SONXKIQ12A8C13292A,88.015,4,Heyya Heyya,2137043,TRARAIG128F424DDCC,0,International
31,86,40b8a690-94e4-4c82-ad0f-73f4b841e46a,Agnostic Front,11026,0.0,122.17424,0.0,2,-5.218,1,Warriors,274824,0.704649755854,SOCNBUC12A81C2075A,185.453,7,Come Alive,3053537,TRARACF128F424FACF,2007,Pop_Rock
32,90,79de65f4-4f6e-4118-9f1d-87787d15d247,Refractory,-1,0.0,358.89587,0.0,5,-5.6129999999999995,1,Refractory,486459,0.0,SOHVPTO12A8C138ADF,123.96,5,Check the bomb,5394634,TRARATE128F92FE56A,0,Pop_Rock
33,91,a18094be-830b-4f09-9326-802deabdd778,Theodor Zox,-1,0.0,381.23057,0.0,2,-11.940999999999999,1,Run Away,576697,0.0,SOUXAJS12AB0184E3B,83.991,3,System of Play,6391942,TRARAJS12903CAD54F,0,Electronic
34,92,72c536dc-7137-4477-a521-567eeb840fa8,Bob Dylan,236,0.0,320.70485,0.0,3,-14.089,1,Time Out Of Mind,283002,,SOQXNQP12A8C134AD7,94.161,4,Trying To Get To Heaven,3156471,TRARAEG128F42647B2,1997,Pop_Rock
35,93,256f09e5-43f4-4b3d-836c-2cc9283d22c0,Maximilian Hecker,157463,0.0,370.02404,0.0,5,-13.538,0,Lady Sleep,420820,,SOCIFIF12A8C1378E5,243.981,4,Birch,4694999,TRARFWJ128F9339D70,2005,Pop_Rock
36,95,4f9675d2-f6d5-486c-9b26-33dcca998500,Fergie,4755,0.0,263.05261,0.0,1,-6.502000000000001,1,The Dutchess,456693,0.670827219601,SOHKKXU12A67ADA08F,129.997,4,Voodoo Doll,5078970,TRARFQL128F931E523,0,RnB
37,96,c694bf65-83e9-47d5-aeb3-bb68f78ef981,Los Amigos Invisibles,-1,0.0,24.345670000000002,0.0,5,-21.978,1,The New Sound of the Venezuelan Gozadera,238129,,SOVKSAD12A8C142C13,142.453,5,Nerio Compra Una Contestadora,2993991,TRARFAV128F428B7B2,1998,Latin
38,98,19a93c4a-04d3-40e6-b0e2-c13eb0b85913,Flink,-1,0.0,160.91383000000002,0.0,6,-6.103,0,Moog,326227,0.0,SOLVAZN12AB017DBAD,147.934,4,Sunset Manifesto,3669499,TRARFSH128F92DFDED,0,Pop_Rock
39,99,93bc4272-a072-49d6-a9e4-5ee32cacd0af,Salt The Wound,45050,0.0,241.162,0.0,2,-5.056,1,Ares,781019,0.638658133736,SOQGGUN12AC4689CF7,174.424,7,From My Hands,8641677,TRARFKP12903CF5DF1,2009,Pop_Rock
40,100,,ZENFU,-1,0.0,130.71628,0.0,4,-4.689,0,tiefblau,270673,,SOTKJVT12A6D4FAB59,143.126,4,Tanz,3008132,TRARFAB128F4244BB7,0,Pop_Rock
41,102,0159799c-ef7f-4c37-a011-25b6572c0f62,Winston Reedy,-1,0.0,268.61669,0.0,0,-7.097,1,Love Thing,244426,,SORZLQQ12A8C137BB6,130.812,4,Paradise In Your Eyes,2783614,TRARFLF128F425B49B,0,Reggae
42,103,50eec634-7c42-41ee-9b1f-b41d9ca28b26,Korpiklaani,93233,0.0,250.8273,0.0,7,-4.535,1,Karkelo,472541,0.637828866182,SOAHPOW12A8C142E38,99.995,1,Isku Pitkästä Ilosta,5251766,TRARFAZ128F93481AD,2009,Pop_Rock
43,107,,Dezz White,94738,0.0,44.93016,0.0,4,-15.497,1,My Wife And Her Husband,272660,0.0,SOMLDJP12A6D4FD967,59.021,4,Drunk Driving Tip,3039947,TRAROOB128F424C74C,0,Comedy_Spoken
44,110,70053535-a3ae-4aad-a6cd-68c55085b843,Gonzalo Rubalcaba,61480,0.0,483.39545999999996,0.0,9,-33.045,0,The Trio,24521,0.334706549069,SOAHNZK12A6D4F79A9,70.256,3,Yesterdays,258611,TRAROHB128F145CD83,0,Jazz
45,112,,Domna Kountouri,-1,0.0,209.94567,0.0,3,-8.318,0,Paihnidi Isorropias,75698,0.299320441933,SOPTAMD12A58A7CFF3,99.98,4,De Tha Mai Edo,784872,TRAROCB128EF35098A,0,International
46,113,0b0bd0c0-3723-4715-87d7-9d57f0eb240f,Anne Dudley,6842,0.0,280.86812000000003,0.0,11,-15.427999999999999,0,Black Book,44537,,SOFPYLJ12A6D4F843F,118.32600000000001,4,Rachel's retribution,475999,TRAROSP128F1487270,2006,Stage 
47,114,9701356d-08d9-45ba-975d-977ab466e7be,The Starting Line,5384,0.0,264.41098,0.0,9,-5.011,1,Say It Like You Mean It,25843,0.652878392476,SOWYFAX12A6D4F7A3D,142.069,4,A Goodnight's Sleep,276876,TRARODV128F1460DBC,2002,Pop_Rock
48,116,245a7f6a-1100-4a2d-a67f-df8d9e7b7b9d,TEN MADISON,-1,0.0,344.68526,0.0,5,-8.627,0,Grounded,121334,0.360370582712,SODXUGT12A58A78B78,190.03799999999998,4,Cup Horn,1251108,TRAROPZ128F42A8AB2,2006,Electronic
49,121,f12a9472-02be-40f4-9ff3-a836e2b9ece8,Audio Adrenaline,61785,0.0,279.97995,0.0,9,-5.934,1,Some Kind Of Zombie,208179,,SOPAESK12A58A7BA11,108.351,4,Some Kind Of Zombie (Criscoteque Remix),2257421,TRARHLY128F42698CA,1997,Religious
50,122,b4735f38-7913-482b-8288-0046753f62e3,Tito Allen,206717,0.0,322.21995,0.0,7,-14.305,0,Clase y Sabor,609591,,SOWPSOV12A8C13FFE5,183.636,4,A Veces Hablo De Ti,6774616,TRARHKQ128F92EF0B2,0,Latin
51,128,,Murskahumppa,-1,0.0,163.47383,0.0,9,-8.997,1,Murskapunkkia,695158,,SOPILFZ12AC468D188,136.579,4,Lihava enkeli,7717120,TRARMUY12903D02555,0,Pop_Rock
52,132,d4cc0ed5-0f76-4188-9e14-2a23ca12188a,Leon Russell,39073,0.0,145.55383,0.0,10,-12.824000000000002,0,Carney,62751,0.484562529968,SOMOKFH12A6D4F9EE6,120.427,4,Roller Derby,650780,TRARMUZ128F14AA0EA,0,Pop_Rock
53,133,5cf7e696-3c52-4021-866c-7ce71ab8671a,Jimmy Wayne,-1,0.0,232.64607999999998,0.0,7,-6.349,0,Jimmy Wayne,57880,,SOZDDPQ12AF72A8BA8,142.409,4,Are You Ever Gonna Love Me?,602796,TRARMYQ128F149F18A,0,Country
54,135,6e3ed724-c5a3-4bcd-8ebc-89da0c33b6b8,Ann Lee,-1,0.0,380.08117999999996,0.0,7,-7.803999999999999,1,So Deep,204837,,SOLCJWW12A8C137C98,131.999,4,So deep,2220989,TRARMYZ128F426150A,2000,Electronic
55,136,31f3f2d7-fb31-4b71-a42f-2040149a2cfc,Life Long Tragedy,-1,0.0,204.9824,0.0,7,-6.024,1,Runaways,479039,0.7123840496889999,SOGGBMU12A8C145B5D,86.435,3,Collecting Dust,5317715,TRARMRJ128F92EBD5C,2008,Pop_Rock
56,143,f035837e-4117-438d-a524-cacf43500e68,Descendents,38191,0.0,89.23383000000001,0.0,11,-8.867,1,Somery,329970,,SOTPQFM12AB017AC9E,203.29,4,I'm Not A Loser,3707539,TRARMHA128F92E7D32,1982,Pop_Rock
57,145,e46504cb-1aac-4b9a-9581-451778df9eba,Bill Engvall,23391,0.0,482.21995,0.0,5,-11.689,1,Dorkfish,56685,0.21508031850900003,SOWXSQT12A6D4FC02E,112.964,3,T-Ball and Indian Guides (LP Version),588611,TRARJMX128F149BE14,1998,Comedy_Spoken
58,147,50a45c3d-b54b-4fd5-bb83-5046e4ff6813,David Arkenstone,16633,0.0,272.97914,0.0,11,-12.958,0,Chillout Lounge,385023,0.327736683178,SOCQEHT12AB017F37F,108.014,4,Big Bounce,4274070,TRARJEM128F92E444D,2009,New Age
59,148,92e1f515-fc89-4577-9f77-addacdaf7559,The Almost,67580,0.0,240.79627999999997,0.0,4,-5.353,0,Monster Monster,627198,0.636635971004,SOWNOXA12AB0184353,136.14700000000002,4,Summer Summer,6961745,TRARJPL128F931C7D2,2009,Pop_Rock
60,155,c3d14b41-a48d-488f-bfed-ce0597bb0b1f,Kenny Rogers,2167,0.0,167.00036,0.0,9,-14.405999999999999,1,Country Superstar,768293,,SONARPL12CF5465254,187.128,4,Reuben James,8507339,TRARCNN12903CD5262,1993,Country
61,156,0053dbd9-bfbc-4e38-9f08-66a27d914c38,Bad Company,-1,0.0,229.58975,0.0,7,-8.064,1,In Concert: Merchants Of Cool,781923,0.641020289646,SOGQWTX12AB017FD78,102.984,4,Rock Steady,8649786,TRARCZH12903CF7D2F,1974,Pop_Rock
62,159,3b221a54-54b9-435c-a7f3-5cf8e2ce9fb2,MxPx,1135,0.0,183.97995,0.0,11,-3.861,1,Panic,706025,0.645543023275,SOFSDOM12AB01830F1,87.779,4,Grey Skies Turn Blue,7830292,TRARCSJ12903CA71D8,2004,Pop_Rock
63,160,52203489-c14f-4e60-8aa4-4691da1c974f,Zumpano,-1,0.0,228.46649,0.0,1,-8.394,0,Look What The Rookie Did,192241,0.416934463697,SOEZJIE12A8C1318B7,159.784,1,Wraparound Shades (Album),2090364,TRARDHN128F4243072,1995,Pop_Rock
64,161,244afcb7-fa9a-49b1-9aa6-0149512d1c52,Thrice,-1,0.0,349.80526000000003,0.0,5,-9.454,1,Live At The House Of Blues,342901,0.8056913867450001,SORKFNI12AB018214B,143.59,4,The Earth Isn't Humming,3840045,TRARDOK128F9300AB5,2008,Pop_Rock
65,164,d8354b38-e942-4c89-ba93-29323432abc3,30 Seconds To Mars,5561,0.0,472.39790999999997,0.0,3,-6.736000000000001,1,30 Seconds To Mars,35166,0.816897459555,SOQWFLA12AF72A8A63,121.51799999999999,5,Year Zero,376956,TRARDJY128F14750EA,2002,Pop_Rock
66,166,c48ab37a-e9ee-491c-b370-e4cb8061ebb7,Tyrone Davis,13176,0.0,277.41995,0.0,5,-9.998,0,Call Tyrone,599659,0.0,SONSSZX12AC4687680,84.955,3,I Can't Help Myself,6654195,TRARDFD12903CECB2C,0,RnB
67,168,5b6ced00-c2f6-4f94-a584-c1a6a154dafe,Aimable,-1,0.0,180.45342,0.0,0,-15.966,1,Music of the little Four,789508,,SOZQSIB12AC46881EC,106.95299999999999,1,Tango Andorra,8732473,TRARDSS12903D0C029,0,Pop_Rock
68,170,8ca7761c-b5eb-44b7-b4e3-273e70466688,Shelby Flint,-1,0.0,121.25995,0.0,2,-15.276,0,Cast Your Fate To The Wind,46697,,SOAAVJY12A58A8076E,35.691,4,I've Grown Accustomed To His Face I've Grown Accustomed To His Face,498970,TRARDSC128F148B688,0,Pop_Rock
69,177,244afcb7-fa9a-49b1-9aa6-0149512d1c52,Thrice,-1,0.0,313.7824,0.0,2,-9.425,1,Live At The House Of Blues,342901,,SOHGNJI12AB018217A,137.91299999999998,5,Red Sky,3840059,TRARVEY128F9300AC3,2005,Pop_Rock
70,179,b1091eee-4198-4e66-8b15-05ae12b03353,Flora Purim,27564,0.0,208.03873000000002,0.0,7,-16.444000000000003,1,Encounter,275330,0.265861049211,SOICWAN12A81C21789,173.649,4,Above The Rainbow,3062053,TRARVSP128F4250FD6,1994,Latin
71,182,743b4816-7687-46bf-b4e8-8618c0062e02,Joi,63388,0.0,425.16853,0.0,11,-5.36,1,We Are Three,29176,0.499859690607,SOQYNGM12A6D4F89D8,120.006,4,Prem,321292,TRARVMJ128F146A77E,0,Electronic
72,183,dbd1b11b-0ab2-4afd-8264-c2909237b6fb,Aceyalone,9113,0.0,170.1873,0.0,1,-4.149,0,Lightning Strikes,141928,0.21508031850900003,SOPXSOJ12A81C209E2,129.95600000000002,5,Suicide,1478257,TRARVDX128F424A397,2007,Rap
73,189,98cb2d05-0b47-4bc6-b345-792eecbe8449,Teena Marie,7535,0.0,323.18649,0.0,1,-12.255999999999998,1,Robbery,281958,,SOUVEIY12A8C12FCF3,97.396,4,Playboy,3142494,TRARQBS128F4262E62,1983,RnB
74,190,c6d2724e-4c37-43e7-bd7b-daa70443844a,Christian Quast,-1,0.0,485.14567,0.0,7,-15.252,1,Spank! It up,389352,0.0,SOIEMSI12AB01802B4,126.914,4,Jugglin' Clown,4319570,TRARQPW128F92EE8B8,0,Electronic
75,191,9db08847-f7a8-4cd2-a425-3ab4adc5b4d3,Wilks,-1,0.0,220.36853,0.0,1,-7.91,1,U gotta believe,288459,,SOXRTIF12A8C134238,174.014,4,Things i say,3237695,TRARQBT128F4275C63,0,Electronic
76,192,698e8ecf-2fb1-4e87-92d5-0aede61431e5,Deodato,5199,0.0,371.33016000000003,0.0,0,-16.532,1,Night Cruiser,203257,0.3759843015,SOZAMZG12A8C137339,110.90899999999999,4,Groovitation (Album Version),2208030,TRARQGY128F425E599,0,Jazz
77,194,37367b2f-69e4-4df2-9e64-75ca6204764b,Steel Pulse,3443,0.0,262.47791,0.0,1,-6.53,0,Rage and Fury,601830,0.319565986883,SOSYUIY12AB0189FC2,156.084,4,Role Model,6682617,TRARXVP12903CF39FE,1997,Reggae
78,196,d8b15d32-609e-44a6-bff1-65c4df53a9f1,ARRESTED DEVELOPMENT,122,0.0,218.06975,0.0,1,-6.25,1,Since the Last Time,520249,0.609043942677,SOUPVPL12AB0189B9F,177.886,4,Since The Last Time,5755077,TRARXIQ128F9354D9C,2006,Rap
79,198,73aaebf1-c6a4-4211-9089-62e65f9e199a,Bitty McLean,146844,0.0,246.46485,0.0,9,-11.312999999999999,1,Natural High,220083,,SOJINJO12A8C13C8C9,181.187,4,We´ve Only Just Begun,2402142,TRARXRH128F428927C,0,Reggae
80,202,,DJ Omega,-1,0.0,203.31056999999998,0.0,7,-10.629000000000001,1,My Ghetto Passport,598165,,SODHXXN12AC46899D2,155.023,4,Grown & Sexy,6637228,TRARXUA12903CE88EC,0,Pop_Rock
81,205,72f62a4c-0042-49f6-b4dc-2f5b27dd289f,Plies,-1,0.0,233.42975,0.0,9,-9.545,1,The Real Testament,143384,,SOXRWWL12A8C1345F8,110.93299999999999,4,Goons Lurkin (Instrumental Album Version),1497138,TRAREZN128F424E0FA,2007,Rap
82,212,6dc557f0-3d47-446d-bb6d-df2ba2405ef7,Out Of The Grey,54572,0.0,225.95872999999997,0.0,7,-9.597999999999999,1,Gravity,148614,0.445454525493,SOAMJUS12A8C13446A,87.76,7,Dreaming Of April,1548881,TRAREGG128F425A5D8,1995,Religious
83,215,3b795eb4-8971-494d-94f0-963c22eb15d5,Pelle Carlberg,211966,0.0,247.24853,0.0,9,-5.603,1,In A Nutshell,783439,0.516396407073,SOLEFXD12AC3DFA062,169.99400000000003,4,Clever Girls Like Clever Boys Much More Than Clever Boys Like Clever Girls,8664564,TRAREDZ12903CFB6E3,2007,Pop_Rock
84,216,49eba4ed-cd7a-4940-97ff-488cb3ed551c,Open Hand,-1,0.0,486.97424,0.0,9,-7.655,0,The Dream,717115,0.5114243256859999,SOLLCFT12A58A7A566,86.30799999999999,4,Never Alone,7953343,TRARBGM12903CC5026,1999,Pop_Rock
85,219,45d921dd-aaf9-4f72-9a8c-101ec24b9186,Koffi Olomide,-1,0.0,293.27628,0.0,7,-8.756,1,Tcha Tcho,254513,,SOMBDFC12A58A7A14E,89.92,7,Elle Et Moi,2936712,TRARBBK128F427ED68,0,International
86,221,53f402db-7d17-4927-ba1c-35e75f76c24e,The Wreckers,-1,0.0,211.59138,0.0,4,-5.809,1,Way Back Home: Live From New York City,185990,0.372530039366,SOFKARX12A8AE485EE,152.208,1,Damn That Radio [Live],2015271,TRARBVD128F4239284,2007,Country
87,222,fc63a914-272d-4b95-9221-61adcce6f793,Gal Costa,5748,0.0,171.85914,0.0,0,-10.874,1,Aquarela Do Brasil,424639,,SOSYHBX12A8C1417B8,118.04700000000001,1,Camisa Amarela,4736367,TRARBYC128F92CEF3C,1980,Latin
88,230,,An Cafe,-1,0.0,310.12526,0.0,9,-4.802,0,Magnya Carta,395941,,SOHLGRQ12A8C13B296,148.991,4,Portraying Light With Rainbow Colored Crayon,4393964,TRARBQM128F92FBB81,0,Pop_Rock
89,231,828b1208-2ce4-40c1-b659-11d7f540748c,Gene Pitney,-1,0.0,146.9122,0.0,10,-13.254000000000001,1,The Country Side of Gene Pitney,822595,0.265861049211,SOWOTCY12AC907329A,79.112,3,For Me This Is Happy,9080516,TRARBIM12903CECEE0,0,Pop_Rock
90,232,415cab7b-226a-49c7-9c1c-92e96ab93876,Peggy Zina,11018,0.0,177.44933999999998,0.0,8,-14.235999999999999,0,Trexe,210431,,SOYOOPY12A58A7C4F8,107.55,4,Ithaki,2286919,TRARKDH128F4270965,0,International
91,238,cd379eaf-ac4e-4db3-88b1-ecdf19b58495,Kari Tapio,-1,0.0,161.20118,0.0,5,-7.069,1,Kaksi maailmaa,270614,,SODRZXF12A6D4F89FE,115.87899999999999,3,Syvä meri (Oceano),3007488,TRARKTC128F4244934,0,Pop_Rock
92,242,6cb2bc33-6e78-4154-8005-04eec75608ef,Tshala Muana,80862,0.0,390.63465,0.0,7,-5.252000000000001,1,Mutuashi,249054,0.394394856101,SOJVFTP12A58A7A4D4,137.349,4,Banda Yango,2736437,TRARKDV128F42500F2,2001,International
93,244,4b897e3f-d10b-445a-8b6c-217fd9cb051e,Janina,-1,0.0,189.70077,0.0,2,-9.318,1,Yeah Yeah,778910,0.460484844986,SOAQBLS12AC46878BF,141.053,1,Nachts um halb drei,8619412,TRARLTG12903CF06FD,0,Latin
94,245,91256980-7b7b-4777-9658-e1e155fd2a50,Mat Maneri,-1,0.0,192.15628,0.0,9,-17.985,1,Trinity,179584,,SOOMLMG12A8151BD28,144.184,5,Iron Man,1941557,TRARLYN128F422BC3C,0,Jazz
95,249,,The Moody Blues,-1,0.0,291.29098,0.0,9,-12.065,0,Caught Live + 5,22126,,SOQFZBX12A6D4F5B4D,115.514,4,Tuesday Afternoon,228893,TRARYCL128F1456224,1968,Pop_Rock
96,251,8e8c6fd6-c96a-4296-9c11-90452394b1bc,Nicole C. Mullen,-1,0.0,268.43383,0.0,2,-4.7139999999999995,1,6 PICKS: Essential Radio Hits EP,367883,0.0,SOBLYNT12A8C137046,124.228,4,Forever You Reign (Album),4094412,TRARYKP128F9334BB1,0,Religious
97,256,fb50177c-d4b7-407e-95dc-40f15274041a,Jope Ruonansuu,-1,0.0,211.25179,0.0,2,-10.321,0,Kunnioittaen-Yhden miehen tribuutti,563754,,SOOJCEQ12AB0189C25,111.00399999999999,3,Rant Kanaria,6239947,TRARYDZ128F9355209,2009,Pop_Rock
98,258,f0b1b23e-cb08-49b4-8da4-5d8cb2c4005f,Joselito,5512,0.0,159.76443999999998,0.0,9,-10.012,1,La Voz De Oro,300641,0.228579955508,SOKBQMV12A8C13A7E6,96.096,1,Clavelitos,3390119,TRARPKM128F429A7A6,0,Folk
